committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end,policy_field
Recht und Verbraucherschutz,"Akbulut, Gökay",Gökay,Akbulut,Gökay Akbulut,Gökay Akbulut,800457587510476800,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Mohamed Ali, Amira",Amira,Mohamed Ali,Amira Mohamed Ali,Amira Mohamed Ali,934029228886065152,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Movassat, Niema",Niema,Movassat,Niema Movassat,Niema Movassat,111054843,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Straetmanns, Friedrich",Friedrich,Straetmanns,Friedrich Straetmanns,Friedrich Straetmanns,959059951523106816,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Bayram, Canan",Canan,Bayram,Canan Bayram,Canan Bayram,587862375,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Keul, Katja",Katja,Keul,Katja Keul,Katja Keul,959105406416162823,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Rößner, Tabea",Tabea,Rößner,Tabea Rößner,Tabea Rößner,53351462,WP_19,2017-10-24,2021-10-26,NA
Recht und Verbraucherschutz,"Rottmann, Dr. Manuela",Dr. Manuela,Rottmann,Dr. Manuela Rottmann,Manuela Rottmann,984735466783232000,WP_19,2017-10-24,2021-10-26,NA
Sport,"Freitag, Dagmar",Dagmar,Freitag,Dagmar Freitag,Dagmar Freitag,1148916458983964673,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Stier, Dieter",Dieter,Stier,Dieter Stier,Dieter Stier,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Auernhammer, Artur",Artur,Auernhammer,Artur Auernhammer,Artur Auernhammer,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Gienger, Eberhard",Eberhard,Gienger,Eberhard Gienger,Eberhard Gienger,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Güntzler, Fritz",Fritz,Güntzler,Fritz Güntzler,Fritz Güntzler,779601750789656576,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Steffel, Frank",Frank,Steffel,Frank Steffel,Frank Steffel,26869088,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Steiniger, Johannes",Johannes,Steiniger,Johannes Steiniger,Johannes Steiniger,83474160,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Kiziltepe, Cansel",Cansel,Kiziltepe,Cansel Kiziltepe,Cansel Kiziltepe,23248102,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Möller, Siemtje",Siemtje,Möller,Siemtje Möller,Siemtje Möller,1115940238801743872,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Özdemir, Mahmut",Mahmut,Özdemir,Mahmut Özdemir,Mahmut Özdemir,1399764944,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"König, Jörn",Jörn,König,Jörn König,Jörn König,960974630709284864,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Mrosek, Andreas",Andreas,Mrosek,Andreas Mrosek,Andreas Mrosek,2618890032,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Dassler, Britta Katharina",Britta Katharina,Dassler,Britta Katharina Dassler,Britta Katharina Dassler,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Hanke, Reginald",Reginald,Hanke,Reginald Hanke,Reginald Hanke,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Hahn, Dr. André",Dr. André,Hahn,Dr. André Hahn,André Hahn,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Pellmann, Sören",Sören,Pellmann,Sören Pellmann,Sören Pellmann,74837812,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Grundl, Erhard",Erhard,Grundl,Erhard Grundl,Erhard Grundl,951773879822880768,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Sport,"Lazar, Monika",Monika,Lazar,Monika Lazar,Monika Lazar,60630139,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Münzenmaier, Sebastian",Sebastian,Münzenmaier,Sebastian Münzenmaier,Sebastian Münzenmaier,863657874941255684,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Brehmer, Heike",Heike,Brehmer,Heike Brehmer,Heike Brehmer,150372237,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Donth, Michael",Michael,Donth,Michael Donth,Michael Donth,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Lehrieder, Paul",Paul,Lehrieder,Paul Lehrieder,Paul Lehrieder,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Schulze, Dr. Klaus-Peter",Dr. Klaus-Peter,Schulze,Dr. Klaus-Peter Schulze,Klaus-Peter Schulze,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Vieregge, Kerstin",Kerstin,Vieregge,Kerstin Vieregge,Kerstin Vieregge,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Hiller-Ohm, Gabriele",Gabriele,Hiller-Ohm,Gabriele Hiller-Ohm,Gabriele Hiller-Ohm,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Junge, Frank",Frank,Junge,Frank Junge,Frank Junge,77928749,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Rützel, Bernd",Bernd,Rützel,Bernd Rützel,Bernd Rützel,1113004743733993472,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Yüksel, Gülistan",Gülistan,Yüksel,Gülistan Yüksel,Gülistan Yüksel,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Neumann, Christoph",Christoph,Neumann,Christoph Neumann,Christoph Neumann,760188355615293440,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Klinge, Dr. Marcel",Dr. Marcel,Klinge,Dr. Marcel Klinge,Marcel Klinge,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Müller-Böhm, Roman",Roman,Müller-Böhm,Roman Müller-Böhm,Roman Müller-Böhm,2373251115,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Kassner, Kerstin",Kerstin,Kassner,Kerstin Kassner,Kerstin Kassner,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Zimmermann, Sabine",Sabine,Zimmermann,Sabine Zimmermann,Sabine Zimmermann,NA,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Schmidt, Stefan",Stefan,Schmidt,Stefan Schmidt,Stefan Schmidt,930725836482928640,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
Tourismus,"Tressel, Markus",Markus,Tressel,Markus Tressel,Markus Tressel,2306519694,WP_19,2017-10-24,2021-10-26,kultur_medien_sport
"Umwelt, Naturschutz und nukleare Sicherheit","Kotting-Uhl, Sylvia",Sylvia,Kotting-Uhl,Sylvia Kotting-Uhl,Sylvia Kotting-Uhl,474013625,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Thews, Michael",Michael,Thews,Michael Thews,Michael Thews,409258073,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Dött, Marie-Luise",Marie-Luise,Dött,Marie-Luise Dött,Marie-Luise Dött,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Färber, Hermann",Hermann,Färber,Hermann Färber,Hermann Färber,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Grundmann, Oliver",Oliver,Grundmann,Oliver Grundmann,Oliver Grundmann,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Hirte, Christian",Christian,Hirte,Christian Hirte,Christian Hirte,37642893,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Kießling, Michael",Michael,Kießling,Michael Kießling,Michael Kießling,730314294,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Kruse, Rüdiger",Rüdiger,Kruse,Rüdiger Kruse,Rüdiger Kruse,20916357,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Möring, Karsten",Karsten,Möring,Karsten Möring,Karsten Möring,1099159964,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Schulze, Dr. Klaus-Peter",Dr. Klaus-Peter,Schulze,Dr. Klaus-Peter Schulze,Klaus-Peter Schulze,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Schweiger, Torsten",Torsten,Schweiger,Torsten Schweiger,Torsten Schweiger,2758602415,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Simon, Björn",Björn,Simon,Björn Simon,Björn Simon,93845554,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Wegner, Kai",Kai,Wegner,Kai Wegner,Kai Wegner,39999872,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Weisgerber, Dr. Anja",Dr. Anja,Weisgerber,Dr. Anja Weisgerber,Anja Weisgerber,133770069,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Mindrup, Klaus",Klaus,Mindrup,Klaus Mindrup,Klaus Mindrup,845282647261761536,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Nissen, Ulli",Ulli,Nissen,Ulli Nissen,Ulli Nissen,382044198,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Pilger, Detlev",Detlev,Pilger,Detlev Pilger,Detlev Pilger,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Scheer, Dr. Nina",Dr. Nina,Scheer,Dr. Nina Scheer,Nina Scheer,845213960060243968,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Schrodi, Michael",Michael,Schrodi,Michael Schrodi,Michael Schrodi,806975237766135813,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Schwabe, Frank",Frank,Schwabe,Frank Schwabe,Frank Schwabe,30050484,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Träger, Carsten",Carsten,Träger,Carsten Träger,Carsten Träger,3577737256,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Bernhard, Marc",Marc,Bernhard,Marc Bernhard,Marc Bernhard,805823950253150208,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Bleck, Andreas",Andreas,Bleck,Andreas Bleck,Andreas Bleck,910878654535749632,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Hilse, Karsten",Karsten,Hilse,Karsten Hilse,Karsten Hilse,920932259347214338,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Wildberg, Dr. Heiko",Dr. Heiko,Wildberg,Dr. Heiko Wildberg,Heiko Wildberg,3183992596,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Aggelidis, Grigorios",Grigorios,Aggelidis,Grigorios Aggelidis,Grigorios Aggelidis,976107205849206784,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","in der Beek, Olaf",Olaf,in der Beek,Olaf in der Beek,Olaf in der Beek,913327957602693121,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Köhler, Dr. Lukas",Dr. Lukas,Köhler,Dr. Lukas Köhler,Lukas Köhler,898597063444877313,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Skudelny, Judith",Judith,Skudelny,Judith Skudelny,Judith Skudelny,948958759560376320,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Lay, Caren",Caren,Lay,Caren Lay,Caren Lay,21404382,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Schreiber, Eva-Maria",Eva-Maria,Schreiber,Eva-Maria Schreiber,Eva-Maria Schreiber,940585440746328064,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Zdebel, Hubertus",Hubertus,Zdebel,Hubertus Zdebel,Hubertus Zdebel,4557858142,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Badum, Lisa",Lisa,Badum,Lisa Badum,Lisa Badum,282195399,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Hoffmann, Dr. Bettina",Dr. Bettina,Hoffmann,Dr. Bettina Hoffmann,Bettina Hoffmann,971040144420720641,WP_19,2017-10-24,2021-10-26,umwelt
"Umwelt, Naturschutz und nukleare Sicherheit","Lemke, Steffi",Steffi,Lemke,Steffi Lemke,Steffi Lemke,17229513,WP_19,2017-10-24,2021-10-26,umwelt
Verkehr und digitale Infrastruktur,"Özdemir, Cem",Cem,Özdemir,Cem Özdemir,Cem Özdemir,19108766,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Erndl, Thomas",Thomas,Erndl,Thomas Erndl,Thomas Erndl,2192588903,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Hirte, Christian",Christian,Hirte,Christian Hirte,Christian Hirte,37642893,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Koeppen, Jens",Jens,Koeppen,Jens Koeppen,Jens Koeppen,146376562,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Lange, Ulrich",Ulrich,Lange,Ulrich Lange,Ulrich Lange,68172699,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Lips, Patricia",Patricia,Lips,Patricia Lips,Patricia Lips,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Möring, Karsten",Karsten,Möring,Karsten Möring,Karsten Möring,1099159964,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,53945479,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,1322811129635213313,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Riebsamen, Lothar",Lothar,Riebsamen,Lothar Riebsamen,Lothar Riebsamen,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Sauer, Stefan",Stefan,Sauer,Stefan Sauer,Stefan Sauer,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Steier, Andreas",Andreas,Steier,Andreas Steier,Andreas Steier,3236928208,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Stracke, Stephan",Stephan,Stracke,Stephan Stracke,Stephan Stracke,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Tebroke, Dr. Hermann-Josef",Dr. Hermann-Josef,Tebroke,Dr. Hermann-Josef Tebroke,Hermann-Josef Tebroke,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Wegner, Kai",Kai,Wegner,Kai Wegner,Kai Wegner,39999872,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Whittaker, Kai",Kai,Whittaker,Kai Whittaker,Kai Whittaker,2479436480,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Bartol, Sören",Sören,Bartol,Sören Bartol,Sören Bartol,57293969,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"De Ridder, Dr. Daniela",Dr. Daniela,De Ridder,Dr. Daniela De Ridder,Daniela De Ridder,2842430247,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Hartmann, Sebastian",Sebastian,Hartmann,Sebastian Hartmann,Sebastian Hartmann,1076269195,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Nissen, Ulli",Ulli,Nissen,Ulli Nissen,Ulli Nissen,382044198,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Rimkus, Andreas",Andreas,Rimkus,Andreas Rimkus,Andreas Rimkus,30838821,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Rützel, Bernd",Bernd,Rützel,Bernd Rützel,Bernd Rützel,1113004743733993472,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Schmid, Dr. Nils",Dr. Nils,Schmid,Dr. Nils Schmid,Nils Schmid,83795057,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Büttner, Matthias",Matthias,Büttner,Matthias Büttner,Matthias Büttner,735217925259431936,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Büttner, Matthias",Matthias,Büttner,Matthias Büttner,Matthias Büttner,881480498043916288,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Ehrhorn, Thomas",Thomas,Ehrhorn,Thomas Ehrhorn,Thomas Ehrhorn,3242322815,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Schulz, Uwe",Uwe,Schulz,Uwe Schulz,Uwe Schulz,19177808,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Wildberg, Dr. Heiko",Dr. Heiko,Wildberg,Dr. Heiko Wildberg,Heiko Wildberg,3183992596,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Hessel, Katja",Katja,Hessel,Katja Hessel,Katja Hessel,107806591,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Hocker, Dr. Gero Clemens",Dr. Gero Clemens,Hocker,Dr. Gero Clemens Hocker,Gero Clemens Hocker,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Müller, Alexander",Alexander,Müller,Alexander Müller,Alexander Müller,936235058792484864,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Sauter, Christian",Christian,Sauter,Christian Sauter,Christian Sauter,997033716324093952,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Sitta, Frank",Frank,Sitta,Frank Sitta,Frank Sitta,28087038,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Domscheit-Berg, Anke",Anke,Domscheit-Berg,Anke Domscheit-Berg,Anke Domscheit-Berg,16557497,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Lutze, Thomas",Thomas,Lutze,Thomas Lutze,Thomas Lutze,3667108397,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Zimmermann, Pia",Pia,Zimmermann,Pia Zimmermann,Pia Zimmermann,NA,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Krischer, Oliver",Oliver,Krischer,Oliver Krischer,Oliver Krischer,88630242,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Müller, Claudia",Claudia,Müller,Claudia Müller,Claudia Müller,937403112,WP_19,2017-10-24,2021-10-26,verkehr
Verkehr und digitale Infrastruktur,"Nestle, Dr. Ingrid",Dr. Ingrid,Nestle,Dr. Ingrid Nestle,Ingrid Nestle,44359035,WP_19,2017-10-24,2021-10-26,verkehr
Verteidigung,"Hellmich, Wolfgang",Wolfgang,Hellmich,Wolfgang Hellmich,Wolfgang Hellmich,19924848,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Hellmich, Wolfgang",Wolfgang,Hellmich,Wolfgang Hellmich,Wolfgang Hellmich,786498202832822272,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Lamers, Prof. h. c. Dr. Karl A.",Prof. h. c. Dr. Karl A.,Lamers,Prof. h. c. Dr. Karl A. Lamers,Karl A. Lamers,NA,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Brandl, Dr. Reinhard",Dr. Reinhard,Brandl,Dr. Reinhard Brandl,Reinhard Brandl,262730721,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Friemann-Jennert, Maika",Maika,Friemann-Jennert,Maika Friemann-Jennert,Maika Friemann-Jennert,1878846786,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Gädechens, Ingo",Ingo,Gädechens,Ingo Gädechens,Ingo Gädechens,1157298670745899014,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Gnodtke, Eckhard",Eckhard,Gnodtke,Eckhard Gnodtke,Eckhard Gnodtke,1085599614122762242,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Hahn, Florian",Florian,Hahn,Florian Hahn,Florian Hahn,403735368,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Lehmann, Jens",Jens,Lehmann,Jens Lehmann,Jens Lehmann,NA,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Manderla, Gisela",Gisela,Manderla,Gisela Manderla,Gisela Manderla,1095781218,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Otte, Henning",Henning,Otte,Henning Otte,Henning Otte,1416388709264633858,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Schäfer, Anita",Anita,Schäfer,Anita Schäfer,Anita Schäfer,874474169106395136,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Sensburg, Prof. Dr. Patrick",Prof. Dr. Patrick,Sensburg,Prof. Dr. Patrick Sensburg,Patrick Sensburg,43537931,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Siebert, Bernd",Bernd,Siebert,Bernd Siebert,Bernd Siebert,24674518,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Vieregge, Kerstin",Kerstin,Vieregge,Kerstin Vieregge,Kerstin Vieregge,NA,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Brecht, Dr. Eberhard",Dr. Eberhard,Brecht,Dr. Eberhard Brecht,Eberhard Brecht,NA,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Brunner, Dr. Karl-Heinz",Dr. Karl-Heinz,Brunner,Dr. Karl-Heinz Brunner,Karl-Heinz Brunner,882929865535705088,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Budde, Katrin",Katrin,Budde,Katrin Budde,Katrin Budde,NA,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Felgentreu, Dr. Fritz",Dr. Fritz,Felgentreu,Dr. Fritz Felgentreu,Fritz Felgentreu,2805274855,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Möller, Siemtje",Siemtje,Möller,Siemtje Möller,Siemtje Möller,1115940238801743872,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Vöpel, Dirk",Dirk,Vöpel,Dirk Vöpel,Dirk Vöpel,829029719941246978,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Weingarten, Dr. Joe",Dr. Joe,Weingarten,Dr. Joe Weingarten,Joe Weingarten,811960243353780226,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Elsner von Gronow, Berengar",Berengar,Elsner von Gronow,Berengar Elsner von Gronow,Berengar Elsner von Gronow,4429947807,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Lucassen, Rüdiger",Rüdiger,Lucassen,Rüdiger Lucassen,Rüdiger Lucassen,4875914470,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Nolte, Jan Ralf",Jan Ralf,Nolte,Jan Ralf Nolte,Jan Ralf Nolte,NA,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Otten, Gerold",Gerold,Otten,Gerold Otten,Gerold Otten,774309860812918784,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Faber, Dr. Marcus",Dr. Marcus,Faber,Dr. Marcus Faber,Marcus Faber,22364234,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Müller, Alexander",Alexander,Müller,Alexander Müller,Alexander Müller,936235058792484864,WP_19,2017-10-24,2021-10-26,verteidigung
Verteidigung,"Sauter, Christian",Christian,Sauter,Christian Sauter,Christian Sauter,997033716324093952,WP_19,2017-10-24,2021-10-26,verteidigung
