committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end
Inneres und Heimat_Mitglieder,"Göring-Eckardt, Katrin",Katrin,Göring-Eckardt,Katrin Göring-Eckardt,Katrin Göring-Eckardt,626287930,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Kaddor, Lamya",Lamya,Kaddor,Lamya Kaddor,Lamya Kaddor,1200442200,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Khan, Misbah",Misbah,Khan,Misbah Khan,Misbah Khan,98756479,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Notz, Dr. Konstantin von",Dr. Konstantin von,Notz,Dr. Konstantin von Notz,Konstantin von Notz,17752770,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Pahlke, Julian",Julian,Pahlke,Julian Pahlke,Julian Pahlke,960825326132752385,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Bubendorfer-Licht, Sandra",Sandra,Bubendorfer-Licht,Sandra Bubendorfer-Licht,Sandra Bubendorfer-Licht,887343634647003136,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Höferlin, Manuel",Manuel,Höferlin,Manuel Höferlin,Manuel Höferlin,17483463,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Jurisch, Dr. Ann-Veruschka",Dr. Ann-Veruschka,Jurisch,Dr. Ann-Veruschka Jurisch,Ann-Veruschka Jurisch,1377177846158778373,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Redder, Dr. Volker",Dr. Volker,Redder,Dr. Volker Redder,Volker Redder,65658028,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Teuteberg, Linda",Linda,Teuteberg,Linda Teuteberg,Linda Teuteberg,170964436,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Thomae, Stephan",Stephan,Thomae,Stephan Thomae,Stephan Thomae,75005687,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Baumann, Dr. Bernd",Dr. Bernd,Baumann,Dr. Bernd Baumann,Bernd Baumann,3043727333,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Curio, Dr. Gottfried",Dr. Gottfried,Curio,Dr. Gottfried Curio,Gottfried Curio,848618993015500802,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Hess, Martin",Martin,Hess,Martin Hess,Martin Hess,872663038805016576,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Janich, Steffen",Steffen,Janich,Steffen Janich,Steffen Janich,NA,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Wirth, Dr. Christian",Dr. Christian,Wirth,Dr. Christian Wirth,Christian Wirth,920193967937019904,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Pau, Petra",Petra,Pau,Petra Pau,Petra Pau,1683845126,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Pau, Petra",Petra,Pau,Petra Pau,Petra Pau,560467206,WP_20,2021-10-26,NA
Inneres und Heimat_Mitglieder,"Renner, Martina",Martina,Renner,Martina Renner,Martina Renner,68920005,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Ernst, Klaus",Klaus,Ernst,Klaus Ernst,Klaus Ernst,64994645,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Abdi, Sanae",Sanae,Abdi,Sanae Abdi,Sanae Abdi,200695422,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Bergt, Bengt",Bengt,Bergt,Bengt Bergt,Bengt Bergt,1319941408422318081,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Gremmels, Timon",Timon,Gremmels,Timon Gremmels,Timon Gremmels,494809842,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Hümpfer, Markus",Markus,Hümpfer,Markus Hümpfer,Markus Hümpfer,709129502870409217,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Kleebank, Helmut",Helmut,Kleebank,Helmut Kleebank,Helmut Kleebank,4185556127,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Mehltretter, Andreas",Andreas,Mehltretter,Andreas Mehltretter,Andreas Mehltretter,15820788,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Mesarosch, Robin",Robin,Mesarosch,Robin Mesarosch,Robin Mesarosch,208413193,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Rimkus, Andreas",Andreas,Rimkus,Andreas Rimkus,Andreas Rimkus,30838821,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Scheer, Dr. Nina",Dr. Nina,Scheer,Dr. Nina Scheer,Nina Scheer,845213960060243968,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Zschau, Katrin",Katrin,Zschau,Katrin Zschau,Katrin Zschau,NA,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Friedrich, Dr. Hans-Peter",Dr. Hans-Peter,Friedrich,Dr. Hans-Peter Friedrich,Hans-Peter Friedrich,NA,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Gramling, Fabian",Fabian,Gramling,Fabian Gramling,Fabian Gramling,738358276560150532,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Heilmann, Thomas",Thomas,Heilmann,Thomas Heilmann,Thomas Heilmann,56806603,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Helfrich, Mark",Mark,Helfrich,Mark Helfrich,Mark Helfrich,NA,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Jung, Andreas",Andreas,Jung,Andreas Jung,Andreas Jung,NA,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Koeppen, Jens",Jens,Koeppen,Jens Koeppen,Jens Koeppen,146376562,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"König, Anne",Anne,König,Anne König,Anne König,4493363728,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Lenz, Dr. Andreas",Dr. Andreas,Lenz,Dr. Andreas Lenz,Andreas Lenz,3635730797,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Weiss, Maria-Lena",Maria-Lena,Weiss,Maria-Lena Weiss,Maria-Lena Weiss,2654324832,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Badum, Lisa",Lisa,Badum,Lisa Badum,Lisa Badum,282195399,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Henneberger, Kathrin",Kathrin,Henneberger,Kathrin Henneberger,Kathrin Henneberger,17152502,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Herrmann, Bernhard",Bernhard,Herrmann,Bernhard Herrmann,Bernhard Herrmann,1372871859025408002,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Nestle, Dr. Ingrid",Dr. Ingrid,Nestle,Dr. Ingrid Nestle,Ingrid Nestle,44359035,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Uhlig, Katrin",Katrin,Uhlig,Katrin Uhlig,Katrin Uhlig,1346462734662193152,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Glogowski-Merten, Anikó",Anikó,Glogowski-Merten,Anikó Glogowski-Merten,Anikó Glogowski-Merten,NA,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"in der Beek, Olaf",Olaf,in der Beek,Olaf in der Beek,Olaf in der Beek,913327957602693121,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Kruse, Michael",Michael,Kruse,Michael Kruse,Michael Kruse,2823984824,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Stockmeier, Konrad",Konrad,Stockmeier,Konrad Stockmeier,Konrad Stockmeier,NA,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Bernhard, Marc",Marc,Bernhard,Marc Bernhard,Marc Bernhard,805823950253150208,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Hilse, Karsten",Karsten,Hilse,Karsten Hilse,Karsten Hilse,920932259347214338,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Kotré, Steffen",Steffen,Kotré,Steffen Kotré,Steffen Kotré,912223443231428609,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_20,2021-10-26,NA
Klimaschutz und Energie_Mitglieder,"Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Budde, Katrin",Katrin,Budde,Katrin Budde,Katrin Budde,NA,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Wanderwitz, Marco",Marco,Wanderwitz,Marco Wanderwitz,Marco Wanderwitz,16361044,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Koß, Simona",Simona,Koß,Simona Koß,Simona Koß,1359549652199170050,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Lindh, Helge",Helge,Lindh,Helge Lindh,Helge Lindh,454981027,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Schieder, Marianne",Marianne,Schieder,Marianne Schieder,Marianne Schieder,1306503986791448576,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Schneider, Daniel",Daniel,Schneider,Daniel Schneider,Daniel Schneider,893573589781315584,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Weingarten, Dr. Joe",Dr. Joe,Weingarten,Dr. Joe Weingarten,Joe Weingarten,811960243353780226,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Frieser, Michael",Michael,Frieser,Michael Frieser,Michael Frieser,4577700622,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Mörseburg, Maximilian",Maximilian,Mörseburg,Maximilian Mörseburg,Maximilian Mörseburg,270435074,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Schenderlein, Dr. Christiane",Dr. Christiane,Schenderlein,Dr. Christiane Schenderlein,Christiane Schenderlein,NA,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Widmann-Mauz, Annette",Annette,Widmann-Mauz,Annette Widmann-Mauz,Annette Widmann-Mauz,3351905747,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Amtsberg, Luise",Luise,Amtsberg,Luise Amtsberg,Luise Amtsberg,NA,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Grundl, Erhard",Erhard,Grundl,Erhard Grundl,Erhard Grundl,951773879822880768,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Tesfaiesus, Awet",Awet,Tesfaiesus,Awet Tesfaiesus,Awet Tesfaiesus,1035577771853049858,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Glogowski-Merten, Anikó",Anikó,Glogowski-Merten,Anikó Glogowski-Merten,Anikó Glogowski-Merten,NA,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Hacker, Thomas",Thomas,Hacker,Thomas Hacker,Thomas Hacker,89209507,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Jongen, Dr. Marc",Dr. Marc,Jongen,Dr. Marc Jongen,Marc Jongen,4121053541,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Renner, Martin Erwin",Martin Erwin,Renner,Martin Erwin Renner,Martin Erwin Renner,2535401947,WP_20,2021-10-26,NA
Kultur und Medien_Mitglieder,"Korte, Jan",Jan,Korte,Jan Korte,Jan Korte,4164673821,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Alt, Renata",Renata,Alt,Renata Alt,Renata Alt,1001837201276235777,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Altenkamp, Norbert Maria",Norbert Maria,Altenkamp,Norbert Maria Altenkamp,Norbert Maria Altenkamp,NA,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Droßmann, Falko",Falko,Droßmann,Falko Droßmann,Falko Droßmann,NA,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Engelhardt, Heike",Heike,Engelhardt,Heike Engelhardt,Heike Engelhardt,1444355078144548872,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Funke, Fabian",Fabian,Funke,Fabian Funke,Fabian Funke,941607536968519680,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Schwabe, Frank",Frank,Schwabe,Frank Schwabe,Frank Schwabe,30050484,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Sthamer, Nadja",Nadja,Sthamer,Nadja Sthamer,Nadja Sthamer,1325320336016027648,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Türk-Nachbaur, Derya",Derya,Türk-Nachbaur,Derya Türk-Nachbaur,Derya Türk-Nachbaur,1162689374510886912,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Abraham, Knut",Knut,Abraham,Knut Abraham,Knut Abraham,NA,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Brand, Michael",Michael,Brand,Michael Brand,Michael Brand,NA,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Geissler, Dr. Jonas",Dr. Jonas,Geissler,Dr. Jonas Geissler,Jonas Geissler,3375074608,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Weiss, Sabine",Sabine,Weiss,Sabine Weiss,Sabine Weiss,NA,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Lucks, Max",Max,Lucks,Max Lucks,Max Lucks,481428317,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Mijatović, Boris",Boris,Mijatović,Boris Mijatović,Boris Mijatović,718050209163509760,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Walter-Rosenheimer, Beate",Beate,Walter-Rosenheimer,Beate Walter-Rosenheimer,Beate Walter-Rosenheimer,47049428,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Heidt, Peter",Peter,Heidt,Peter Heidt,Peter Heidt,1858621434,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Braun, Jürgen",Jürgen,Braun,Jürgen Braun,Jürgen Braun,917756296555892736,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Sichert, Martin",Martin,Sichert,Martin Sichert,Martin Sichert,918405860862382082,WP_20,2021-10-26,NA
Menschenrechte und humanitäre Hilfe_Mitglieder,"Nastic, Zaklin",Zaklin,Nastic,Zaklin Nastic,Zaklin Nastic,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Ullrich, Frank",Frank,Ullrich,Frank Ullrich,Frank Ullrich,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Krämer, Philip",Philip,Krämer,Philip Krämer,Philip Krämer,746767453951234048,WP_20,2021-10-26,NA
Sport_Mitglieder,"Hostert, Jasmina",Jasmina,Hostert,Jasmina Hostert,Jasmina Hostert,817937942,WP_20,2021-10-26,NA
Sport_Mitglieder,"Lugk, Bettina",Bettina,Lugk,Bettina Lugk,Bettina Lugk,1193991990196785157,WP_20,2021-10-26,NA
Sport_Mitglieder,"Poschmann, Sabine",Sabine,Poschmann,Sabine Poschmann,Sabine Poschmann,738636568760553472,WP_20,2021-10-26,NA
Sport_Mitglieder,"Schreider, Christian",Christian,Schreider,Christian Schreider,Christian Schreider,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Wollmann, Dr. Herbert",Dr. Herbert,Wollmann,Dr. Herbert Wollmann,Herbert Wollmann,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Güntzler, Fritz",Fritz,Güntzler,Fritz Güntzler,Fritz Güntzler,779601750789656576,WP_20,2021-10-26,NA
Sport_Mitglieder,"Lehmann, Jens",Jens,Lehmann,Jens Lehmann,Jens Lehmann,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Mayer, Stephan",Stephan,Mayer,Stephan Mayer,Stephan Mayer,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Steiniger, Johannes",Johannes,Steiniger,Johannes Steiniger,Johannes Steiniger,83474160,WP_20,2021-10-26,NA
Sport_Mitglieder,"Stier, Dieter",Dieter,Stier,Dieter Stier,Dieter Stier,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Emmerich, Marcel",Marcel,Emmerich,Marcel Emmerich,Marcel Emmerich,16695267,WP_20,2021-10-26,NA
Sport_Mitglieder,"Winklmann, Tina",Tina,Winklmann,Tina Winklmann,Tina Winklmann,1409889740665540620,WP_20,2021-10-26,NA
Sport_Mitglieder,"Hartewig, Philipp",Philipp,Hartewig,Philipp Hartewig,Philipp Hartewig,817772024697389059,WP_20,2021-10-26,NA
Sport_Mitglieder,"Reuther, Bernd",Bernd,Reuther,Bernd Reuther,Bernd Reuther,930422173478608903,WP_20,2021-10-26,NA
Sport_Mitglieder,"König, Jörn",Jörn,König,Jörn König,Jörn König,960974630709284864,WP_20,2021-10-26,NA
Sport_Mitglieder,"Stöber, Klaus",Klaus,Stöber,Klaus Stöber,Klaus Stöber,NA,WP_20,2021-10-26,NA
Sport_Mitglieder,"Hahn, Dr. André",Dr. André,Hahn,Dr. André Hahn,André Hahn,NA,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Schimke, Jana",Jana,Schimke,Jana Schimke,Jana Schimke,728990858,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Yüksel, Gülistan",Gülistan,Yüksel,Gülistan Yüksel,Gülistan Yüksel,NA,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Hagl-Kehl, Rita",Rita,Hagl-Kehl,Rita Hagl-Kehl,Rita Hagl-Kehl,836553428042141697,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Rinkert, Daniel",Daniel,Rinkert,Daniel Rinkert,Daniel Rinkert,NA,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Troff-Schaffarzyk, Anja",Anja,Troff-Schaffarzyk,Anja Troff-Schaffarzyk,Anja Troff-Schaffarzyk,1443185679769423877,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Werner, Lena",Lena,Werner,Lena Werner,Lena Werner,38250199,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Zierke, Stefan",Stefan,Zierke,Stefan Zierke,Stefan Zierke,64220313,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Brehmer, Heike",Heike,Brehmer,Heike Brehmer,Heike Brehmer,150372237,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Donth, Michael",Michael,Donth,Michael Donth,Michael Donth,NA,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Karliczek, Anja",Anja,Karliczek,Anja Karliczek,Anja Karliczek,2521976694,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Wittmann, Mechthilde",Mechthilde,Wittmann,Mechthilde Wittmann,Mechthilde Wittmann,NA,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Gastel, Matthias",Matthias,Gastel,Matthias Gastel,Matthias Gastel,727782559,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Otte, Karoline",Karoline,Otte,Karoline Otte,Karoline Otte,936673325950128128,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Schmidt, Stefan",Stefan,Schmidt,Stefan Schmidt,Stefan Schmidt,930725836482928640,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Hanke, Reginald",Reginald,Hanke,Reginald Hanke,Reginald Hanke,NA,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Tippelt, Nico",Nico,Tippelt,Nico Tippelt,Nico Tippelt,53369932,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Moncsek, Mike",Mike,Moncsek,Mike Moncsek,Mike Moncsek,1104304242754494465,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Münzenmaier, Sebastian",Sebastian,Münzenmaier,Sebastian Münzenmaier,Sebastian Münzenmaier,863657874941255684,WP_20,2021-10-26,NA
Tourismus_Mitglieder,"Lutze, Thomas",Thomas,Lutze,Thomas Lutze,Thomas Lutze,3667108397,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Ebner, Harald",Harald,Ebner,Harald Ebner,Harald Ebner,52431948,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Blankenburg, Jakob",Jakob,Blankenburg,Jakob Blankenburg,Jakob Blankenburg,88495338,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Echeverria, Axel",Axel,Echeverria,Axel Echeverria,Axel Echeverria,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Heselhaus, Nadine",Nadine,Heselhaus,Nadine Heselhaus,Nadine Heselhaus,1335619744909627394,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Kersten, Dr. Franziska",Dr. Franziska,Kersten,Dr. Franziska Kersten,Franziska Kersten,729399137272213505,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Kleebank, Helmut",Helmut,Kleebank,Helmut Kleebank,Helmut Kleebank,4185556127,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Kreiser, Dunja",Dunja,Kreiser,Dunja Kreiser,Dunja Kreiser,3392540248,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Rinkert, Daniel",Daniel,Rinkert,Daniel Rinkert,Daniel Rinkert,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Schneider, Daniel",Daniel,Schneider,Daniel Schneider,Daniel Schneider,893573589781315584,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Seitzl, Dr. Lina",Dr. Lina,Seitzl,Dr. Lina Seitzl,Lina Seitzl,2474314748,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Thews, Michael",Michael,Thews,Michael Thews,Michael Thews,409258073,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Träger, Carsten",Carsten,Träger,Carsten Träger,Carsten Träger,3577737256,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Engelhard, Alexander",Alexander,Engelhard,Alexander Engelhard,Alexander Engelhard,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Grundmann, Oliver",Oliver,Grundmann,Oliver Grundmann,Oliver Grundmann,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Hirte, Christian",Christian,Hirte,Christian Hirte,Christian Hirte,37642893,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Karliczek, Anja",Anja,Karliczek,Anja Karliczek,Anja Karliczek,2521976694,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Mack, Klaus",Klaus,Mack,Klaus Mack,Klaus Mack,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Mayer-Lay, Volker",Volker,Mayer-Lay,Volker Mayer-Lay,Volker Mayer-Lay,1290361590429229056,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Simon, Björn",Björn,Simon,Björn Simon,Björn Simon,93845554,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Weisgerber, Dr. Anja",Dr. Anja,Weisgerber,Dr. Anja Weisgerber,Anja Weisgerber,133770069,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Wiener, Dr. Klaus",Dr. Klaus,Wiener,Dr. Klaus Wiener,Klaus Wiener,862247639584317441,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Ganserer, Tessa",Tessa,Ganserer,Tessa Ganserer,Tessa Ganserer,41365109,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Gesenhues, Dr. Jan-Niclas",Dr. Jan-Niclas,Gesenhues,Dr. Jan-Niclas Gesenhues,Jan-Niclas Gesenhues,370585284,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Grau, Prof. Dr. Armin",Prof. Dr. Armin,Grau,Prof. Dr. Armin Grau,Armin Grau,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Heitmann, Linda",Linda,Heitmann,Linda Heitmann,Linda Heitmann,796076739642490880,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Rößner, Tabea",Tabea,Rößner,Tabea Rößner,Tabea Rößner,53351462,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Al-Halak, Muhanad",Muhanad,Al-Halak,Muhanad Al-Halak,Muhanad Al-Halak,1084016250324484096,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Gründer, Nils",Nils,Gründer,Nils Gründer,Nils Gründer,NA,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Harzer, Ulrike",Ulrike,Harzer,Ulrike Harzer,Ulrike Harzer,1238937177003888646,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","in der Beek, Olaf",Olaf,in der Beek,Olaf in der Beek,Olaf in der Beek,913327957602693121,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Skudelny, Judith",Judith,Skudelny,Judith Skudelny,Judith Skudelny,948958759560376320,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Bleck, Andreas",Andreas,Bleck,Andreas Bleck,Andreas Bleck,910878654535749632,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Braun, Jürgen",Jürgen,Braun,Jürgen Braun,Jürgen Braun,917756296555892736,WP_20,2021-10-26,NA
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz_Mitglieder","Ehrhorn, Thomas",Thomas,Ehrhorn,Thomas Ehrhorn,Thomas Ehrhorn,3242322815,WP_20,2021-10-26,NA
